text_input,output
"In the context of neutron diffusion theory in a source-free, infinite, homogeneous medium, what is the general form of the one-dimensional differential equation governing the neutron flux, \phi(x), where L is the diffusion length?
A: \frac{d^2\phi}{dx^2} + \frac{1}{L^2}\phi = 0
B: \frac{d\phi}{dx} - L^2\phi = 0
C: \frac{d^2\phi}{dx^2} - \frac{1}{L^2}\phi = 0
D: \frac{d\phi}{dx} + L\phi = 0",C
"When a nucleus in an excited state undergoes internal conversion, which of the following processes subsequently occurs in the atomic electron cloud?
A: The nucleus emits a gamma ray to fill the electron vacancy.
B: An outer electron transitions to fill the inner shell vacancy, possibly followed by x-ray or Auger electron emission.
C: The ejected electron causes a chain reaction of ionization.
D: The nucleus captures another electron to regain stability.",B
"Consider a bare homogeneous thermal reactor operating under modified one-group theory. The critical equation relates the infinite multiplication factor (k∞), the buckling (B²), and the migration area (M²). Which of the following is a correct form of the modified one-group critical equation?
A: k∞ B²M² = 1
B: k∞ = 1 / (1 + B²M²)
C: k∞ = 1 + B²M²
D: k∞ / (B²M²) = 1",C
"To calculate the mass attenuation coefficient for a mixture of elements, given the mass attenuation coefficients and weight percentages of the individual elements, one should use:
A: The sum of the individual mass attenuation coefficients.
B: The product of the individual mass attenuation coefficients.
C: A weighted average of the individual mass attenuation coefficients, where the weights are the percent by weight of each element.
D: A weighted average of the individual mass attenuation coefficients, where the weights are the atomic fractions of each element.",C
"For a pure substance with physical density ρ (g/cm³) and gram atomic or molecular weight M (g/mol), how is the number density (atoms or molecules per cm³) calculated, where N_A is Avogadro's number?
A: ρ * M / N_A
B: M / (ρ * N_A)
C: ρ * N_A / M
D: N_A / (ρ * M)",C
"For a spherical reactor, how is the reflected critical radius (R) related to the bare critical radius (R₀) and the reflector savings (δ)?
A: R = R₀ + δ
B: R = R₀ - δ
C: R = δ - R₀
D: R = R₀ * δ",B
"Given the macroscopic thermal absorption cross-section of the fuel (ΣaF) and the macroscopic thermal absorption cross-section of the moderator (ΣaM), what is the correct expression for the thermal utilization (f) in a homogeneous thermal reactor?
A: f = ΣaM / ΣaF
B: f = ΣaF / ΣaM
C: f = ΣaF / (ΣaF + ΣaM)
D: f = (ΣaF + ΣaM) / ΣaM",C
"In a typical Light Water Reactor (LWR) once-through fuel cycle, what is the immediate post-reactor handling step for spent fuel assemblies?
A: Direct reprocessing for uranium and plutonium extraction.
B: Placement in a spent fuel pool adjacent to the reactor building.
C: Conversion to UF6 for reenrichment.
D: Immediate disposal as high-level radioactive waste.",B
"Which type of breeder reactor is characterized by its fuel, fertile material, and coolant being combined as a homogeneous molten salt fluid?
A: Liquid Metal Cooled Fast Breeder Reactor (LMFBR)
B: Gas-Cooled Fast Breeder Reactor (GCFR)
C: Light Water Breeder Reactor (LWBR)
D: Molten Salt Breeder Reactor (MSBR)",D
"What is the primary function of the moderator in a thermal nuclear reactor?
A: Remove heat from the core
B: Absorb excess neutrons to control the reaction
C: Slow down fast neutrons to thermal energies
D: Contain the fuel and fission products",C
"What type of nuclear reactor was involved in the Chernobyl accident?
A: Pressurized Water Reactor (PWR)
B: Boiling Water Reactor (BWR)
C: High-Temperature Gas-cooled Reactor (HTGR)
D: Graphite-moderated Boiling Water Pressure Tube Reactor (RBMK)",D
"What is the primary function of the pressurizer component in a Pressurized Water Reactor (PWR) system?
A: To remove dissolved gases from the primary coolant
B: To control the concentration of chemical shim (boric acid)
C: To maintain and control the system pressure within specified limits
D: To separate steam from liquid water in the primary loop",C
"A small Indium sample is placed in a thermal neutron field where the 2200 m/s flux is 5 x 10^12 neutrons/cm^2-sec. The neutron energy distribution is Maxwellian with a temperature of 600°C. Given that the macroscopic absorption cross-section for Indium at 0.0253 eV is 7.43 cm^-1 and the non-1/v factor (ga) for Indium at 600°C is 1.15, calculate the thermal neutron absorption rate per cm^3 in the Indium sample.
A: 7.43 x 10^12 neutrons/cm^3-sec
B: 5.00 x 10^12 neutrons/cm^3-sec
C: 4.27 x 10^13 neutrons/cm^3-sec
D: 8.55 x 10^12 neutrons/cm^3-sec",C
"When analyzing potential accident sequences using an event tree, why might a 'basic tree' be simplified into a 'reduced tree'?
A: To exclude events with very low probabilities, simplifying calculations.
B: To remove branches representing physically impossible or illogical sequences of system operations or failures.
C: To combine similar outcomes into a single end state, reducing the number of branches.
D: To focus only on sequences that lead to a release of hazardous material.",B
"What are the standard SI units for heat flux?
A: W/m-K
B: Btu/hr-ft²-°F
C: W/m²
D: Btu/hr-ft-°F",C
"For a uniform gamma-ray source distributed throughout a slab shield, the uncollided flux exiting the slab can be calculated using the exponential integral function of order 2, denoted as E2.
A: True
B: False
C: True, but only for an infinite slab
D: False, E1 is used",A
"For continuous inhalation of a radionuclide at a constant air concentration, the dose rate to an organ approaches a steady-state equilibrium when the duration of inhalation is long compared to which parameters?
A: The radiological half-life only
B: The biological half-life only
C: Both the radiological and biological half-lives
D: The time constant for building leakage",C
"For an isotropic line source of length L and strength S per unit length, imbedded along the axis of a cylindrical shield of radius R, the uncollided flux at a point P on the axis is given by which expression, where $\mu$ is the linear attenuation coefficient, $\theta_1$ and $\theta_2$ are the angles subtended by the source ends at P, and F is the Sievert integral function?
A: $S \cdot [F(\theta_2, \mu R) - F(\theta_1, \mu R)] / (4 \pi R)$
B: $S \cdot [F(\theta_2, \mu R) + F(\theta_1, \mu R)] / (4 \pi R)$
C: $S \cdot [F(\theta_2, R/\mu) - F(\theta_1, R/\mu)] / (4 \pi R)$
D: $S \cdot [F(\theta_2, R/\mu) + F(\theta_1, R/\mu)] / (4 \pi R)$",B
"Which type of radioactive effluent is generally not subject to dry or wet deposition from an atmospheric plume?
A: Particulates
B: Iodine
C: Noble Gases
D: Tritium",C
"The square of the diffusion length (L^2) in a homogeneous moderating medium is physically interpreted as being proportional to:
A: The average energy of neutrons at thermal equilibrium.
B: The average distance a neutron travels in a straight line before being absorbed.
C: The average of the square of the vector distance a neutron travels from its point of emission to its point of absorption.
D: The reciprocal of the macroscopic scattering cross-section.",C
"In a typical Boiling Water Reactor (BWR), where are the control rods primarily located?
A: Top of the reactor vessel
B: Bottom of the reactor vessel
C: Radially around the core periphery
D: Integrated within the fuel assemblies",B
"In nuclear reactor burnup calculations for an initially uniform core, why do numerical methods typically become necessary after the initial time step, rather than relying solely on analytical solutions?
A: The total reactor power changes unpredictably over time, requiring iterative solutions.
B: The spatial distribution of fuel, fertile material, and poisons becomes non-uniform due to the shape of the neutron flux.
C: The neutron cross-sections of the core materials change drastically and non-linearly with burnup.
D: Control rod positions are constantly adjusted during operation, which cannot be modeled analytically.",B
"The phenomenon where neutron absorption resonance peaks become shorter and wider with increasing fuel temperature is known as the:
A: Moderator effect
B: Void effect
C: Doppler broadening
D: Fission product poisoning",C
"In a heterogeneous thermal reactor, how does the thermal neutron flux in the fuel typically compare to the thermal neutron flux in the moderator?
A: The flux is generally higher in the fuel due to fission.
B: The flux is generally lower in the fuel due to higher absorption.
C: The flux is approximately the same in both regions.
D: The flux distribution depends entirely on the moderator material.",B
"Which of the following isotopes is typically classified as fissile?
A: Uranium-238
B: Thorium-232
C: Plutonium-239
D: Lead-208",C
"Calculate the effective decay constant (Λe) in s⁻¹ for Iodine-131 (¹³¹I) in the adult thyroid, given its radiological half-life is 8.04 days and its biological half-life in the thyroid is 138 days.
A: 9.98 x 10⁻⁷
B: 5.81 x 10⁻⁸
C: 1.06 x 10⁻⁶
D: 1.46 x 10⁻⁵",C
"When considering the release of a stable fission product into a leaking containment building, the rate at which the amount of the nuclide inside the building decreases over time is determined by:
A: Its radioactive decay constant only.
B: The building leakage rate expressed as an equivalent decay constant.
C: The sum of its radioactive decay constant and the building leakage rate expressed as an equivalent decay constant.
D: The product of its radioactive decay constant and the building leakage rate.",B
